Employee ID,Position Title,Department,Annual Salary,Review Score
35144,POLICE OFFICER,POLICE,56585,6.7
35145,POLICE OFFICER,POLICE,61911,6.7
35147,FIELD SUPVSR,TRANSPORTATION,89852,7.6
35151,POLICE OFFICER,POLICE,63942,6.4
35152,MOTOR TRUCK DRIVER,GENERAL SERVICES,55512,6.7
35153,POLICE OFFICER,POLICE,59701,5.6
35154,TRAFFIC CONTROL AIDE,EMERGENCY MGMT,45615,8.6
35158,FIREFIGHTER-EMT,FIRE,62298,7.6
35161,POOL MOTOR TRUCK DRIVER,WATER MGMT,55953,7.1
35165,POLICE OFFICER,POLICE,61070,5
35172,POLICE OFFICER,POLICE,59965,7.1
35182,POLICE OFFICER,POLICE,63931,7.7
35184,PARAMEDIC I/C,FIRE,63961,4.8
35185,FIREFIGHTER,FIRE,59806,3.5
35186,POLICE OFFICER,POLICE,59711,8.8
35188,POLICE OFFICER,POLICE,34781,7.9
35192,POLICE OFFICER,POLICE,61717,8.1
35193,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,66530,7.3
35195,MOTOR TRUCK DRIVER,WATER MGMT,55590,6.3
35197,PUBLIC HEALTH NUTRITIONIST II,HEALTH,50069,5.4
35202,ADMINISTRATIVE ASST II,HEALTH,46383,6.7
35205,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16136,6.2
35206,POLICE OFFICER,POLICE,61214,7
35207,POLICE OFFICER,POLICE,67880,7.8
35208,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,75635,8.3
35209,POLICE OFFICER,POLICE,59867,4.8
35218,REFUSE COLLECTION COORD,SANITATION,65590,5.7
35221,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73381,7.1
35222,POLICE OFFICER,POLICE,59647,6.8
35229,SANITARIAN II,HEALTH,55549,6.4
35230,POLICE OFFICER,POLICE,61105,4.4
35231,POLICE OFFICER,POLICE,65485,7.2
35236,FIREFIGHTER,FIRE,65668,6
35238,FIREFIGHTER-EMT,FIRE,62503,6.7
35242,WATCHMAN,GENERAL SERVICES,34782,7.8
35248,ASST CORPORATION COUNSEL,LAW,75079,6.7
35250,ASPHALT LABORER,TRANSPORTATION,60459,6.2
35256,FIREFIGHTER,FIRE,68399,7
35258,POLICE OFFICER,POLICE,61233,6.7
35259,LIEUTENANT-PARAMEDIC,FIRE,84193,7.4
35261,POLICE OFFICER,POLICE,59102,5.9
35266,FOSTER GRANDPARENT,FAMILY & SUPPORT,3595,6.9
35272,MOTOR TRUCK DRIVER,WATER MGMT,55306,7.3
35274,POLICE OFFICER,POLICE,59444,7.3
35275,POOL MOTOR TRUCK DRIVER,AVIATION,55667,4.8
35281,FIREFIGHTER-EMT,FIRE,62500,6.7
35282,POLICE OFFICER,POLICE,61068,5.4
35283,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16829,8.8
35287,CONSTRUCTION LABORER,WATER MGMT,60455,6.6
35290,CENTRAL VOUCHER COORDINATOR,FINANCE,50541,8.5
35292,ADMINISTRATIVE ASST II,BUSINESS AFFAIRS,41711,8.5
35295,AVIATION SECURITY OFFICER,AVIATION,46382,7.3
35300,POLICE OFFICER,POLICE,61034,7.3
35301,ASST DIR,POLICE,60549,7.5
35302,POLICE OFFICER,POLICE,63482,4.8
35303,POLICE OFFICER,POLICE,61425,6.8
35309,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55195,6.9
35312,HOISTING ENGINEER,AVIATION,75385,6.2
35313,ASST CORPORATION COUNSEL,LAW,48756,7.3
35314,POLICE OFFICER,POLICE,63878,6.2
35315,POLICE OFFICER,POLICE,34604,7.7
35317,MOTOR TRUCK DRIVER,SANITATION,55601,7.3
35319,POLICE OFFICER,POLICE,63186,5.8
35321,DETENTION AIDE,POLICE,44261,8.8
35326,CUSTODIAL WORKER,AVIATION,25088,6.9
35328,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,66212,4
35330,POLICE OFFICER,POLICE,61708,6.1
35332,SANITATION LABORER,SANITATION,55607,5.9
35338,PROPERTY CUSTODIAN - AUTO POUND,SANITATION,48012,6.2
35339,ASST CHIEF ADMINISTRATIVE OFFICER,CITY COUNCIL,88635,6.4
35342,SERGEANT,POLICE,82466,7.8
35344,AVIATION SECURITY OFFICER,AVIATION,59939,6.9
35345,SUPVSR OF PAYROLLS,FIRE,57883,6
35350,COMMUNICATIONS OPERATOR I - 311,EMERGENCY MGMT,38733,7.7
35351,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71636,6.8
35359,POLICE OFFICER,POLICE,63312,6.3
35362,FIRE ENGINEER-EMT,FIRE,71727,4.1
35363,SANITATION LABORER,SANITATION,56410,7.3
35366,POOL MOTOR TRUCK DRIVER,SANITATION,55688,7.8
35368,OPERATING ENGINEER-GROUP A,AVIATION,75065,6.6
35369,POLICE OFFICER,POLICE,61443,6.2
35370,FIREFIGHTER-EMT,FIRE,66755,4.4
35374,FIREFIGHTER-EMT,FIRE,62174,7.5
35375,AMBULANCE COMMANDER,FIRE,83229,8.1
35376,POLICE OFFICER,POLICE,59922,5.9
35377,REPROGRAPHICS TECHNICIAN III,PUBLIC LIBRARY,50262,6.9
35379,FIREFIGHTER-EMT,FIRE,64163,6.6
35380,FIREFIGHTER,FIRE,40129,6.2
35381,HOISTING ENGINEER,TRANSPORTATION,73475,5.9
35391,ADMINISTRATIVE ASST II,AVIATION,38850,4.6
35394,CAPTAIN-EMT,FIRE,94809,6.8
35400,POLICE OFFICER,POLICE,51801,7.6
35401,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,8136,6.8
35402,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69196,5.3
35407,BATTALION CHIEF - EMT,FIRE,103665,5.4
35409,POLICE OFFICER,POLICE,63617,5.1
35415,PARAMEDIC,FIRE,59035,7.5
35416,FIREFIGHTER-EMT,FIRE,66796,6.2
35423,POLICE OFFICER,POLICE,61859,6.6
35433,PARAMEDIC,FIRE,59881,8.9
35436,CAPTAIN-PARAMEDIC,FIRE,91127,6.6
35439,SENIOR DATA ENTRY OPERATOR,TRANSPORTATION,36508,7
35442,POLICE OFFICER,POLICE,63680,7.6
35443,POLICE OFFICER,POLICE,61091,7.2
35444,HOISTING ENGINEER,WATER MGMT,74777,5.3
35446,HOISTING ENGINEER,WATER MGMT,75674,6
35448,HUMAN SERVICE SPECIALIST II,FAMILY & SUPPORT,55257,7.9
35450,POLICE OFFICER,POLICE,65507,6.4
35451,SANITATION LABORER,SANITATION,55960,5.9
35454,CEMENT FINISHER,TRANSPORTATION,69630,5.5
35457,POLICE COMMUNICATIONS OPERATOR II,EMERGENCY MGMT,69278,7.2
35458,TREE TRIMMER,SANITATION,58150,7
35460,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71352,7.1
35461,POLICE OFFICER,POLICE,61299,7.6
35462,CONTRACTS COMPLIANCE COORD,HEALTH,57750,4.9
35472,CONCRETE LABORER,TRANSPORTATION,60553,8.7
35474,CAPTAIN-PARAMEDIC,FIRE,97196,8
35475,POLICE OFFICER,POLICE,51490,7.3
35476,POLICE OFFICER,POLICE,63923,4.8
35478,POLICE OFFICER,POLICE,66237,7.4
35482,POLICE OFFICER,POLICE,56819,7
35486,BRIDGE OPERATOR,TRANSPORTATION,49984,4.6
35487,TRAFFIC ENFORCEMENT TECH,FINANCE,23771,5.4
35494,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,71164,7.6
35497,POLICE OFFICER,POLICE,63946,5.4
35498,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70665,7
35499,AMBULANCE COMMANDER,FIRE,90220,6.9
35501,LIEUTENANT-EMT,FIRE,82367,5.3
35506,SANITATION LABORER,SANITATION,56254,4.7
35513,FIRE ENGINEER,FIRE,69195,7.1
35514,FIREFIGHTER-EMT,FIRE,62418,8.5
35516,PARAMEDIC,FIRE,61773,5.7
35518,POLICE OFFICER,POLICE,66002,6.4
35520,POLICE OFFICER,POLICE,63972,6.5
35521,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,38944,5.2
35522,SERGEANT,POLICE,82852,5.7
35536,FIREFIGHTER-EMT,FIRE,66539,5.4
35539,POLICE OFFICER (ASSIGNED AS TRAFFIC SPECIALIST),POLICE,64081,6.7
35540,SANITATION LABORER,SANITATION,55665,7.1
35543,POLICE OFFICER,POLICE,65783,5.9
35546,LIEUTENANT-EMT,FIRE,81690,6.3
35547,FIREFIGHTER,FIRE,63954,7.9
35550,POLICE OFFICER,POLICE,59497,4.9
35555,SANITATION LABORER,SANITATION,56257,7.4
35559,POLICE OFFICER,POLICE,61050,7
35563,SUPVSR OF ELECTRICAL INSPECTORS,BUILDINGS,77108,6.7
35564,PROPERTY CUSTODIAN,POLICE,48568,7.2
35565,SERGEANT,POLICE,80753,4.6
35573,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73112,6.9
35574,DEPUTY COMMISSIONER,SANITATION,98316,6.8
35576,POLICE OFFICER,POLICE,56624,6
35580,MOTOR TRUCK DRIVER,AVIATION,55879,6.6
35585,POLICE OFFICER,POLICE,65752,7.2
35586,POLICE OFFICER,POLICE,67324,6.5
35587,POLICE OFFICER,POLICE,65912,6.4
35592,PROJECTS ADMINISTRATOR,POLICE,66627,4.8
35593,LIBRARIAN IV,PUBLIC LIBRARY,71510,7.3
35598,SANITATION LABORER,SANITATION,50717,7.4
35600,WARD SUPERINTENDENT,SANITATION,79684,6.8
35602,LIBRARIAN IV,PUBLIC LIBRARY,67937,5.1
35603,CLERK III,POLICE,35605,6.9
35604,FIREFIGHTER-EMT,FIRE,62835,8.3
35614,FIREFIGHTER-EMT,FIRE,62086,6.1
35615,CEMENT FINISHER,TRANSPORTATION,69432,5.1
35616,POLICE OFFICER,POLICE,63698,6.1
35624,PROCUREMENT CONTROL OFFICER,WATER MGMT,41565,7.3
35626,MACHINIST,WATER MGMT,71448,7.1
35628,SENIOR COMPANION,FAMILY & SUPPORT,3445,6.4
35631,WARD SUPERINTENDENT,SANITATION,73320,7.4
35635,CONCRETE LABORER,TRANSPORTATION,60527,5.2
35636,TREE TRIMMER,SANITATION,57253,8.7
35638,POLICE OFFICER,POLICE,61036,5.4
35644,STAFF ASST,FINANCE,56249,5.8
35645,POLICE OFFICER,POLICE,63112,8.2
35646,SENIOR DATA ENTRY OPERATOR,POLICE,42166,6.2
35648,BATTALION CHIEF,FIRE,98420,6.6
35649,POLICE OFFICER,POLICE,67650,6.2
35651,ELECTRICAL MECHANIC,GENERAL SERVICES,70234,7.3
35655,FIRE ENGINEER-EMT,FIRE,74348,5.3
35660,CONCRETE LABORER,TRANSPORTATION,60433,7.4
35666,POOL MOTOR TRUCK DRIVER,SANITATION,55538,5.8
35668,POLICE OFFICER,POLICE,68116,7.1
35671,SANITATION LABORER,SANITATION,55855,7.1
35674,FIRE ENGINEER,FIRE,68902,5.3
35679,CONSTRUCTION LABORER,WATER MGMT,60389,6.9
35680,POLICE OFFICER,POLICE,67568,6.3
35682,SERGEANT,POLICE,77907,7.1
35691,SANITATION LABORER,SANITATION,55842,5
35693,SERGEANT,POLICE,82480,8
35696,POLICE OFFICER,POLICE,61129,7.6
35697,PARAMEDIC,FIRE,52007,7
35699,POLICE OFFICER,POLICE,58982,6.6
35700,FOREMAN OF TRAFFIC SIGNAL REPAIRMEN,TRANSPORTATION,81745,5.8
35702,ASST CHIEF OPERATING ENGINEER,WATER MGMT,82578,6.6
35711,POLICE OFFICER,POLICE,34965,7.1
35715,POLICE OFFICER,POLICE,34448,6.7
35717,POLICE OFFICER,POLICE,66052,8.2
35718,POLICE OFFICER,POLICE,59725,6.3
35722,CONSTRUCTION LABORER,WATER MGMT,60635,6.8
35724,FIREFIGHTER,FIRE,40629,6
35731,POLICE OFFICER,POLICE,64063,6.8
35734,GENERAL LABORER - DSS,SANITATION,33399,7.6
35736,FIREFIGHTER,FIRE,59845,7.6
35741,LIEUTENANT-EMT,FIRE,79770,6
35742,LABORER,AVIATION,52141,7.4
35743,DETENTION AIDE,POLICE,48341,6.9
35747,POLICE OFFICER,POLICE,59392,5.5
35755,AVIATION COMMUNICATIONS OPERATOR,EMERGENCY MGMT,43043,4.4
35767,SIGN PAINTER,TRANSPORTATION,57851,7.5
35768,POLICE OFFICER (ASGND AS MARINE OFFICER),POLICE,68994,6.3
35769,DIR OF CAPS,POLICE,113119,6.9
35770,FIREFIGHTER,FIRE,66531,6.9
35771,ELECTRICAL INSPECTOR,BUILDINGS,74056,5
35778,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70962,6.9
35785,FIREFIGHTER-EMT,FIRE,62370,5.7
35786,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,74628,6.3
35795,POLICE OFFICER (PER ARBITRATION AWARD),POLICE,65988,8.1
35808,POLICE OFFICER/EXPLSV DETECT K9 HNDLR,POLICE,69240,6.4
35813,MOTOR TRUCK DRIVER,WATER MGMT,55450,6.6
35817,POLICE OFFICER,POLICE,61053,6
35820,SERGEANT,POLICE,78074,6.8
35825,POOL MOTOR TRUCK DRIVER,AVIATION,55470,8.6
35826,HOSPITALITY WORKER,FAMILY & SUPPORT,8948,6.3
35830,PUBLIC INFORMATION OFFICER,POLICE,57247,7
35831,POLICE OFFICER,POLICE,61944,6.7
35834,SERGEANT,POLICE,83147,6.2
35836,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68803,7.3
35838,POLICE OFFICER,POLICE,61527,8.5
35839,ENVIRONMENTAL ENGINEER II,HEALTH,71635,3.9
35840,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,72943,6.2
35841,SENIOR DATA ENTRY OPERATOR,POLICE,45747,7.5
35844,ADMINISTRATIVE ASST III,TRANSPORTATION,54684,7.6
35845,POLICE OFFICER,POLICE,51044,8.5
35856,SERGEANT,POLICE,80792,5.9
35857,POLICE OFFICER,POLICE,34379,6.1
35858,WARD SUPERINTENDENT,SANITATION,63142,5.9
35860,POLICE OFFICER,POLICE,63607,6.8
35862,LEGISLATIVE AIDE,CITY COUNCIL,32444,4.9
35872,POLICE OFFICER,POLICE,65607,4.5
35882,LIBRARIAN I,PUBLIC LIBRARY,55300,5.9
35890,POLICE OFFICER,POLICE,63150,7.1
35893,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73653,5.8
35894,POLICE OFFICER,POLICE,64093,5.1
35895,SERGEANT,POLICE,77806,8.1
35897,POLICE OFFICER,POLICE,65942,5.9
35898,STRUCTURAL ENGINEER,BUILDINGS,78193,5
35899,FOREMAN OF MOTOR TRUCK DRIVERS,GENERAL SERVICES,58586,5.7
35902,CONSTRUCTION LABORER (SUB-FOREMAN),WATER MGMT,61808,6.7
35904,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,35304,5.3
35905,POLICE OFFICER,POLICE,63737,7.1
35907,MOTOR TRUCK DRIVER,SANITATION,55371,7.9
35908,LIEUTENANT-EMT,FIRE,84988,7.3
35910,CONSTRUCTION LABORER,WATER MGMT,60799,7.8
35914,PUBLIC HEALTH ADMINISTRATOR III,HEALTH,50006,6.7
35918,SANITATION LABORER,SANITATION,55807,4.4
35921,POLICE OFFICER,POLICE,66320,7.2
35923,POLICE OFFICER,POLICE,59775,6.6
35927,SANITATION LABORER,SANITATION,56415,6.5
35930,POLICE OFFICER,POLICE,59911,6.8
35932,DEPUTY PROCUREMENT OFFICER,PROCUREMENT,85722,6
35934,SHEET METAL WORKER,GENERAL SERVICES,67251,7.2
35936,POLICE OFFICER,POLICE,67574,5.9
35938,OPERATING ENGINEER-GROUP C,WATER MGMT,71694,7.1
35939,POLICE AGENT,POLICE,68964,7.6
35943,POLICE OFFICER,POLICE,63248,5.3
35944,MOTOR TRUCK DRIVER,SANITATION,55285,7
35947,COMMANDER,POLICE,120344,6.3
35948,ASST DEPUTY CHIEF PARAMEDIC,FIRE,116283,6.1
35950,POOL MOTOR TRUCK DRIVER,WATER MGMT,55886,5.5
35951,POLICE OFFICER,POLICE,65420,6.3
35954,ASST CHIEF OPERATING ENGINEER,WATER MGMT,82851,6.9
35959,SUPERVISING POLICE COMMUNICATIONS OPERATOR,EMERGENCY MGMT,72304,7.3
35963,POLICE OFFICER,POLICE,61537,5.4
35964,FIREFIGHTER,FIRE,63608,7.2
35968,FIREFIGHTER-EMT,FIRE,67067,4.8
35969,FIREFIGHTER-EMT,FIRE,66480,6.9
35970,FOREMAN OF ELECTRICAL MECHANICS,AVIATION,75342,6
35971,POLICE OFFICER,POLICE,63953,5.3
35972,SERGEANT,POLICE,77761,7.6
35977,POLICE OFFICER,POLICE,66333,4.9
35979,ENGINEERING TECHNICIAN V,FINANCE,63531,6.7
35982,LAW CLERK,LAW,20760,6.6
35983,POLICE OFFICER,POLICE,63952,6.1
35984,PARAMEDIC I/C,FIRE,69090,7.4
35987,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,32611,7.6
35994,SIGN HANGER,TRANSPORTATION,51235,5.7
35999,POOL MOTOR TRUCK DRIVER,PUBLIC LIBRARY,55413,7.1
36003,WATER CHEMIST II,WATER MGMT,47040,6.8
36007,SENIOR DATA ENTRY OPERATOR,POLICE,42200,6.5
36010,SERGEANT,POLICE,80541,4.2
36011,SUPERVISING POLICE COMMUNICATIONS OPERATOR,EMERGENCY MGMT,72986,6.4
36019,FIREFIGHTER-EMT,FIRE,62640,6.5
36026,ASST CHIEF PLUMBING INSPECTOR,WATER MGMT,82732,6.7
36027,POLICE OFFICER,POLICE,63637,7.4
36032,FIREFIGHTER-EMT,FIRE,69740,7.1
36037,POLICE OFFICER,POLICE,56381,7.4
36041,POLICE OFFICER,POLICE,68001,4.8
36042,LIEUTENANT-EMT,FIRE,77568,5.8
36043,AVIATION SECURITY OFFICER,AVIATION,45812,7.5
36052,ACCOUNTING TECHNICIAN II,FINANCE,55370,5.8
36054,POLICE OFFICER,POLICE,63935,6.5
36055,POLICE OFFICER,POLICE,61638,8.2
36061,POLICE OFFICER,POLICE,63911,6.3
36062,PARAMEDIC,FIRE,63717,5.6
36064,POLICE OFFICER,POLICE,59082,5.8
36069,CLERK CITY COUNCIL,CITY COUNCIL,24778,5.5
36071,POLICE OFFICER,POLICE,59900,8.6
36077,DEPUTY CORPORATION COUNSEL,LAW,107229,6.7
36078,TREE TRIMMER,SANITATION,57337,7.8
36080,POLICE OFFICER,POLICE,59737,7.8
36082,FIRE ENGINEER-EMT,FIRE,70105,5.2
36086,FIREFIGHTER,FIRE,61710,5.7
36090,PROJECTS ADMINISTRATOR,WATER MGMT,55945,8.5
36103,POLICE OFFICER,POLICE,61959,6.6
36105,ADMINISTRATIVE ASST II,HEALTH,45910,6
36107,LIBRARIAN IV,PUBLIC LIBRARY,71290,5.7
36108,CAPTAIN-PARAMEDIC,FIRE,96839,6.6
36109,POLICE OFFICER,POLICE,63652,6.2
36110,FIELD SERVICE SPECIALIST II,TRANSPORTATION,60049,5.4
36111,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55684,4.8
36113,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,8472,6.8
36118,POLICE OFFICER,POLICE,63213,6.3
36120,POLICE OFFICER,POLICE,34832,6.8
36123,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,32176,7.1
36125,FIRE ENGINEER,FIRE,71045,6.4
36127,POLICE OFFICER,POLICE,63924,7.1
36132,STREET LIGHT REPAIR WORKER,TRANSPORTATION,73405,5
36136,POOL MOTOR TRUCK DRIVER,SANITATION,56073,4.7
36137,MOTOR TRUCK DRIVER,SANITATION,55380,4.8
36139,ACCOUNTANT IV,FAMILY & SUPPORT,71691,6.9
36149,FIREFIGHTER,FIRE,40665,6.6
36150,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,66183,7.6
36151,WATCHMAN,WATER MGMT,34762,5.8
36155,POLICE OFFICER,POLICE,59531,6.2
36156,EPIDEMIOLOGIST III,HEALTH,85366,5.3
36157,POLICE OFFICER,POLICE,66209,8.9
36160,CONSTRUCTION LABORER,WATER MGMT,60555,5.7
36162,POLICE OFFICER,POLICE,61743,6.4
36164,POLICE OFFICER,POLICE,49040,6.4
36168,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16516,4.4
36169,POLICE OFFICER,POLICE,59931,7.5
36170,POLICE OFFICER,POLICE,61011,6
36175,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,68948,6.9
36181,SUPPORT SERVICES COORD,FAMILY & SUPPORT,50581,6.6
36191,FIREFIGHTER-EMT,FIRE,62022,5.9
36198,PROGRAM DIR,COMMUNITY DEVELOPMENT,63564,6.5
36199,WARD SUPERINTENDENT,SANITATION,87681,6.5
36200,POLICE OFFICER,POLICE,51568,6.8
36201,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70663,6.9
36206,SANITATION LABORER,SANITATION,56261,5.7
36213,PROJECT COORD,GENERAL SERVICES,58021,6
36214,FIRE ENGINEER-EMT,FIRE,77202,7.7
36215,POOL MOTOR TRUCK DRIVER,SANITATION,55571,6.3
36217,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16059,7.3
36218,LIEUTENANT,POLICE,96374,7.6
36224,FIREFIGHTER,FIRE,61302,6.3
36225,POLICE OFFICER,POLICE,61620,7.7
36234,PARAMEDIC I/C,FIRE,64427,7.7
36240,POLICE OFFICER,POLICE,61534,6.6
36241,CONSTRUCTION LABORER,WATER MGMT,60296,7.2
36243,FOSTER GRANDPARENT,FAMILY & SUPPORT,3624,8.7
36247,POLICE OFFICER,POLICE,63248,4.4
36251,LIBRARIAN III,PUBLIC LIBRARY,59632,5.7
36252,CIVIL ENGINEER IV,TRANSPORTATION,77686,5.3
36254,AUDITOR II,FINANCE,53891,6.3
36258,POLICE OFFICER,POLICE,61450,8.4
36268,FIRE ENGINEER-EMT,FIRE,69548,8.3
36270,POLICE OFFICER,POLICE,65590,8
36273,STAFF ASST,FINANCE,48788,5.7
36278,WATCHMAN,WATER MGMT,34619,6.2
36281,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,73110,5.6
36283,SERGEANT,POLICE,80890,5.5
36287,SERGEANT,POLICE,83021,6.2
36288,SENIOR DATA ENTRY OPERATOR,POLICE,46294,5
36289,OPERATING ENGINEER-GROUP C,WATER MGMT,71600,6.7
36301,HOISTING ENGINEER,WATER MGMT,74858,6.9
36302,PROGRAM DIR,HEALTH,58144,5.2
36304,POLICE OFFICER,POLICE,61836,5.6
36313,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,7783,6
36316,OPERATING ENGINEER-GROUP C,AVIATION,72132,5.7
36317,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,71802,6.8
36319,POLICE OFFICER,POLICE,63642,4.6
36323,FIREFIGHTER-EMT,FIRE,72161,5.6
36325,POOL MOTOR TRUCK DRIVER,SANITATION,55325,5.6
36326,DETENTION AIDE,POLICE,50052,8.9
36329,POLICE OFFICER,POLICE,61648,5.2
36333,PARAMEDIC I/C,FIRE,73219,8.3
36341,FIREFIGHTER,FIRE,64069,5.6
36342,POLICE OFFICER,POLICE,63606,4.2
36346,POLICE OFFICER,POLICE,34993,6.8
36348,POLICE OFFICER,POLICE,65457,4.8
36349,STAFF ASST,BUSINESS AFFAIRS,59022,7.1
36352,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,69031,5.4
36354,CONSTRUCTION LABORER,WATER MGMT,60980,4.6
36355,SENIOR COMPANION,FAMILY & SUPPORT,3824,6.5
36356,PRINCIPAL PROGRAMMER/ANALYST,FIRE,77038,4.8
36359,ASST TO THE MAYOR,MAYOR'S OFFICE,126018,7.5
36364,ELECTRICAL MECHANIC,EMERGENCY MGMT,69938,6.4
36371,FIREFIGHTER,FIRE,59338,5.5
36372,POLICE OFFICER,POLICE,59408,5.4
36375,LIEUTENANT,FIRE,74070,5.7
36379,DISTRICT CHIEF,FIRE,126329,6.6
36387,FIREFIGHTER,FIRE,66569,5
36393,PARAMEDIC,FIRE,61142,4.9
36394,POLICE OFFICER (ASSIGNED AS CANINE HANDLER),POLICE,71574,6.3
36395,POLICE OFFICER,POLICE,63649,6.5
36397,ARCHITECT IV,BUILDINGS,77655,6.5
36398,FIRE ENGINEER-EMT,FIRE,72011,6.2
36399,FIRE ENGINEER-EMT,FIRE,71731,7.9
36400,FIRE MARSHAL-EMT,FIRE,69199,5.7
36402,POLICE OFFICER,POLICE,65782,6
36406,POLICE OFFICER,POLICE,61271,6.1
36414,POLICE OFFICER,POLICE,65741,6
36416,POLICE OFFICER,POLICE,61876,5.2
36420,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70841,6
36421,ASST ADMINISTRATIVE SECRETARY II,MAYOR'S OFFICE,35622,7.8
36424,POLICE OFFICER,POLICE,65417,8
36426,ADMINISTRATIVE ASST,MAYOR'S OFFICE,37507,5.3
36429,SANITATION LABORER,SANITATION,56025,4.7
36436,LIEUTENANT-EMT,FIRE,77059,7.2
36438,TRAFFIC CONTROL AIDE-HOURLY,EMERGENCY MGMT,16327,4.8
36440,SERGEANT,POLICE,77838,5.2
36442,ENGINEERING TECHNICIAN IV,WATER MGMT,57178,8.6
36443,OUTREACH WORKER,FAMILY & SUPPORT,33645,5.3
36446,POLICE OFFICER / FLD TRNG OFFICER,POLICE,66393,6.2
36447,CHIEF,POLICE,144240,7.6
36448,TREE TRIMMER,SANITATION,57923,4.6
36449,POLICE OFFICER,POLICE,59527,7
36451,POLICE OFFICER,POLICE,59766,6.8
36456,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,70936,7.2
36461,ASST DISTRICT SUPERINTENDENT,WATER MGMT,80226,5.8
36462,POLICE OFFICER,POLICE,67749,7.2
36464,ASPHALT LABORER,TRANSPORTATION,60237,4.7
36466,POLICE OFFICER,POLICE,67872,7.5
36474,POLICE OFFICER,POLICE,61055,7.5
36475,FIREFIGHTER-EMT,FIRE,62241,7
36476,POOL MOTOR TRUCK DRIVER,TRANSPORTATION,55949,6.1
36477,LAW CLERK,LAW,20601,6.2
36486,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,36371,6.4
36490,MANAGING DEPUTY COMMISSIONER,FAMILY & SUPPORT,94044,5.4
36491,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,41717,6.4
36501,FIREFIGHTER/PARAMEDIC,FIRE,63419,6.4
36511,PARAMEDIC I/C,FIRE,70889,7.1
36516,POLICE OFFICER,POLICE,59767,7
36519,CITY PLANNER V,COMMUNITY DEVELOPMENT,64518,6.1
36520,POLICE OFFICER,POLICE,61630,4.1
36525,LIBRARIAN III,PUBLIC LIBRARY,65773,5.5
36529,POLICE OFFICER,POLICE,63215,5.7
36534,POLICE OFFICER,POLICE,61654,7.2
36539,POLICE OFFICER,POLICE,63460,6.1
36540,POLICE OFFICER,POLICE,61802,7
36542,PRESS AIDE II,MAYOR'S OFFICE,41550,7.1
36543,MOTOR TRUCK DRIVER,WATER MGMT,55802,6.2
36548,POLICE OFFICER,POLICE,66045,6.9
36549,ASST DIRECTOR OF CHILDREN SERVICES,FAMILY & SUPPORT,70449,6.2
36550,LIBRARIAN I,PUBLIC LIBRARY,39370,6.9
36555,SERGEANT,POLICE,77927,5.3
36558,FIREFIGHTER-EMT,FIRE,62577,7.7
36561,POLICE OFFICER,POLICE,65503,5.2
36564,COORD OF SPECIAL PROJECTS,COMMUNITY DEVELOPMENT,60959,6.2
36567,POLICE OFFICER,POLICE,67521,5.7
36569,POLICE OFFICER,POLICE,61324,7.5
36574,POLICE OFFICER,POLICE,61319,7.3
36575,GENERAL LABORER - DSS,SANITATION,33160,8.1
36576,CONSTRUCTION LABORER,WATER MGMT,60534,7.7
